1, 0, 1, 
1, 0, 2, 
1, 0, 3, 
1, 0, 4, 
1, 0, 5, 
1, 0, 6, 
1, 0, 7, 
1, 0, 8, 
1, 0, 9, 
1, 0, 10, 
1, 0, 11, 
1, 0, 12, 
1, 0, 13, 
1, 0, 14, 
2, 0, 15, 
4, 4, 16, 
5, 4, 17, 
6, 4, 18, 
6, 0, 19, 
7, 4, 20, 
8, 4, 21, 
9, 4, 22, 
10, 0, 23, 
11, 0, 24, 
11, 0, 25, 
11, 0, 26, 
11, 0, 27, 
11, 0, 28, 
11, 0, 29, 
11, 0, 30, 
11, 0, 31, 
11, 0, 32, 
11, 0, 33, 
11, 0, 34, 
11, 0, 35, 
11, 0, 36, 
11, 0, 37, 
11, 0, 38, 
12, 4, 39, 
13, 4, 40, 
13, 0, 41, 
13, 0, 42, 
13, 0, 43, 
13, 0, 44, 
13, 0, 45, 
13, 0, 46, 
13, 0, 47, 
13, 0, 48, 
13, 0, 49, 
13, 0, 50, 
13, 0, 51, 
13, 0, 52, 
13, 0, 53, 
13, 0, 54, 
13, 0, 55, 
13, 0, 56, 
13, 0, 57, 
13, 0, 58, 
13, 0, 59, 
13, 0, 60, 
13, 0, 61, 
13, 0, 62, 
13, 0, 63, 
13, 0, 64, 
13, 0, 65, 
14, 0, 66, 
15, 0, 67, 
16, 0, 68, 
17, 0, 69, 
18, 0, 70, 
19, 0, 71, 
20, 0, 72, 
21, 0, 73, 
22, 0, 74, 
23, 0, 75, 
24, 0, 76, 
25, 0, 77, 
26, 0, 78, 
27, 0, 79, 
28, 0, 80, 
29, 0, 81, 
29, 0, 82, 
29, 0, 83, 
29, 0, 84, 
29, 0, 85, 
29, 0, 86, 
29, 0, 87, 
29, 0, 88, 
29, 0, 89, 
29, 0, 90, 
29, 0, 91, 
29, 0, 92, 
29, 0, 93, 
29, 0, 94, 
29, 0, 95, 
29, 0, 96, 
29, 0, 97, 
29, 0, 98, 
29, 0, 99, 
30, 0, 100, 
31, 0, 101, 
31, 0, 102, 
32, 0, 103, 
33, 0, 104, 
34, 0, 105, 
35, 0, 106, 
36, 0, 107, 
37, 0, 108, 
38, 0, 109, 
39, 0, 110, 
39, 0, 111, 
40, 0, 112, 
41, 0, 113, 
42, 0, 114, 
43, 0, 115, 
44, 0, 116, 
45, 0, 117, 
46, 0, 118, 
46, 0, 119, 
46, 0, 120, 
46, 0, 121, 
46, 0, 122, 
46, 0, 123, 
46, 0, 124, 
46, 0, 125, 
46, 0, 126, 
46, 0, 127, 
46, 0, 128, 
46, 0, 129, 
46, 0, 130, 
46, 0, 131, 
46, 0, 132, 
46, 0, 133, 
47, 0, 134, 
48, 0, 135, 
49, 0, 136, 
50, 0, 137, 
51, 0, 138, 
52, 0, 139, 
53, 0, 140, 
54, 0, 141, 
56, 0, 142, 
58, 4, 143, 
60, 4, 144, 
61, 4, 145, 
62, 0, 146, 
64, 4, 147, 
65, 0, 148, 
66, 0, 149, 
67, 0, 150, 
68, 0, 151, 
69, 0, 152, 
70, 0, 153, 
71, 0, 154, 
71, 0, 155, 
72, 0, 156, 
72, 0, 157, 
72, 0, 158, 
72, 0, 159, 
72, 0, 160, 
72, 0, 161, 
72, 0, 162, 
72, 0, 163, 
72, 0, 164, 
72, 0, 165, 
72, 0, 166, 
72, 0, 167, 
72, 0, 168, 
72, 0, 169, 
72, 0, 170, 
72, 0, 171, 
72, 0, 172, 
72, 0, 173, 
72, 0, 174, 
73, 0, 175, 
74, 0, 176, 
75, 0, 177, 
76, 0, 178, 
77, 0, 179, 
78, 0, 180, 
79, 0, 181, 
80, 0, 182, 
81, 0, 183, 
82, 0, 184, 
83, 0, 185, 
83, 0, 186, 
83, 0, 187, 
83, 0, 188, 
83, 0, 189, 
84, 0, 190, 
85, 0, 191, 
86, 0, 192, 
87, 0, 193, 
89, 4, 194, 
90, 0, 195, 
90, 0, 196, 
91, 0, 197, 
91, 0, 198, 
92, 0, 199, 
93, 0, 200, 
94, 0, 201, 
95, 0, 202, 
96, 0, 203, 
97, 0, 204, 
98, 0, 205, 
100, 0, 206, 
102, 0, 207, 
104, 0, 208, 
106, 0, 209, 
108, 0, 210, 
110, 0, 211, 
112, 0, 212, 
113, 0, 213, 
114, 0, 214, 
115, 0, 215, 
116, 0, 216, 
116, 0, 217, 
116, 0, 218, 
116, 0, 219, 
116, 0, 220, 
116, 0, 221, 
116, 0, 222, 
116, 0, 223, 
116, 0, 224, 
116, 0, 225, 
116, 0, 226, 
116, 0, 227, 
116, 0, 228, 
116, 0, 229, 
116, 0, 230, 
