0.2, 0.45999999999999996,1, 0.12666666666666668, 0.3166666666666667, 0.07333333333333333, 0.14333333333333334, 2, 5.0, 0.13333333333333333, 1, 0, 1, 0.16666666666666666
0.2, 0.41,2, 0.12666666666666668, 0.2733333333333334, 0.07333333333333333, 0.13666666666666666, 2, 5.5, 0.1308016877637131, 2, 0, 2, 0.18333333333333332
0.2, 0.3866666666666667,3, 0.12666666666666668, 0.25333333333333335, 0.07333333333333333, 0.13333333333333333, 2, 5.0, 0.1393596986817326, 9, 3, 6, 0.16666666666666666
0.2, 0.39,4, 0.12666666666666668, 0.21333333333333335, 0.07333333333333333, 0.17666666666666667, 1, 5.0, 0.1472457627118644, 18, 8, 10, 0.08333333333333333
0.2, 0.37333333333333335,5, 0.12666666666666668, 0.21666666666666667, 0.07333333333333333, 0.15666666666666665, 0, 0, 0.14925373134328357, 21, 8, 13, 0.0
0.2, 0.3466666666666667,6, 0.12666666666666668, 0.21666666666666667, 0.07333333333333333, 0.13, 1, 5.0, 0.15141509433962264, 27, 11, 16, 0.08333333333333333
0.2, 0.3433333333333333,7, 0.12666666666666668, 0.2066666666666667, 0.07333333333333333, 0.13666666666666666, 1, 6.0, 0.15301873698820265, 30, 13, 17, 0.1
0.2, 0.36000000000000004,8, 0.12666666666666668, 0.22000000000000003, 0.07333333333333333, 0.14, 1, 6.0, 0.15247472059606174, 35, 14, 21, 0.1
0.2, 0.38333333333333336,9, 0.12666666666666668, 0.25666666666666665, 0.07333333333333333, 0.12666666666666668, 1, 5.0, 0.15128529287821324, 37, 14, 23, 0.08333333333333333
0.2, 0.4033333333333333,10, 0.12666666666666668, 0.2733333333333334, 0.07333333333333333, 0.13, 1, 6.0, 0.14996580027359782, 45, 18, 27, 0.1
0.2, 0.42333333333333334,11, 0.12666666666666668, 0.29, 0.07333333333333333, 0.13333333333333333, 0, 0, 0.14876150035385705, 50, 18, 32, 0.0
0.2, 0.4633333333333334,12, 0.12666666666666668, 0.2933333333333334, 0.07333333333333333, 0.17, 0, 0, 0.14746873138773078, 54, 18, 36, 0.0
0.2, 0.45333333333333337,13, 0.12666666666666668, 0.2966666666666667, 0.07333333333333333, 0.15666666666666665, 0, 0, 0.1458481553003354, 61, 19, 42, 0.0
0.2, 0.41666666666666674,14, 0.12666666666666668, 0.26666666666666666, 0.07333333333333333, 0.15, 1, 4.0, 0.14406036146692403, 61, 19, 42, 0.06666666666666667
0.2, 0.41,15, 0.12666666666666668, 0.25333333333333335, 0.07333333333333333, 0.15666666666666665, 1, 6.0, 0.14203763194125746, 62, 19, 43, 0.1
0.2, 0.4266666666666667,16, 0.12666666666666668, 0.25666666666666665, 0.07333333333333333, 0.17, 1, 4.0, 0.14029188243997578, 63, 20, 43, 0.06666666666666667
0.2, 0.42333333333333334,17, 0.12666666666666668, 0.2700000000000001, 0.07333333333333333, 0.15333333333333332, 1, 5.0, 0.13906929631174403, 64, 21, 43, 0.08333333333333333
0.2, 0.43666666666666665,18, 0.12666666666666668, 0.28, 0.07333333333333333, 0.15666666666666665, 2, 5.0, 0.13812712585034015, 67, 22, 45, 0.16666666666666666
0.2, 0.43,19, 0.12666666666666668, 0.26000000000000006, 0.07333333333333333, 0.17, 2, 5.0, 0.13731756176666984, 71, 25, 46, 0.16666666666666666
0.2, 0.42000000000000004,20, 0.12666666666666668, 0.25333333333333335, 0.07333333333333333, 0.16666666666666669, 1, 4.0, 0.13653581267217632, 77, 28, 49, 0.06666666666666667
0.2, 0.4133333333333334,21, 0.12666666666666668, 0.26000000000000006, 0.07333333333333333, 0.15333333333333332, 1, 4.0, 0.13589163023110556, 85, 33, 52, 0.06666666666666667
0.2, 0.41666666666666674,22, 0.12666666666666668, 0.26666666666666666, 0.07333333333333333, 0.15, 1, 5.0, 0.13545519203413942, 94, 34, 60, 0.08333333333333333
0.2, 0.43333333333333335,23, 0.12666666666666668, 0.2933333333333334, 0.07333333333333333, 0.14, 1, 5.0, 0.1352828286113912, 104, 37, 67, 0.08333333333333333
0.2, 0.43333333333333335,24, 0.12666666666666668, 0.3, 0.07333333333333333, 0.13333333333333333, 2, 5.5, 0.13529253651106532, 105, 37, 68, 0.18333333333333332
0.2, 0.4266666666666667,25, 0.12666666666666668, 0.28, 0.07333333333333333, 0.14666666666666667, 2, 5.5, 0.13527420819460115, 113, 41, 72, 0.18333333333333332
0.2, 0.3866666666666667,26, 0.12666666666666668, 0.2466666666666667, 0.07333333333333333, 0.14, 2, 5.5, 0.13512551183906, 117, 41, 76, 0.18333333333333332
0.2, 0.4133333333333334,27, 0.12666666666666668, 0.26666666666666666, 0.07333333333333333, 0.14666666666666667, 3, 5.333333333333333, 0.1349223188815805, 120, 44, 76, 0.26666666666666666
0.2, 0.45,28, 0.12666666666666668, 0.3066666666666667, 0.07333333333333333, 0.14333333333333334, 2, 6.0, 0.13469924400131478, 121, 44, 77, 0.2
0.2, 0.4266666666666667,29, 0.12666666666666668, 0.28, 0.07333333333333333, 0.14666666666666667, 2, 4.5, 0.13440058807914565, 124, 46, 78, 0.15
0.2, 0.43333333333333335,30, 0.12666666666666668, 0.27666666666666667, 0.07333333333333333, 0.15666666666666665, 2, 4.0, 0.1341216860576006, 128, 48, 80, 0.13333333333333333
0.2, 0.45,31, 0.12666666666666668, 0.2733333333333334, 0.07333333333333333, 0.17666666666666667, 1, 4.0, 0.13391422347605614, 132, 50, 82, 0.06666666666666667
